huggingface_model_id,benchmark,score
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,MATH500,2.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,MBPP,0.6
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16384-rope_theta-1M-long_sft_16k,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16384-rope_theta-1M-long_sft_16k,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16384-rope_theta-1M-long_sft_16k,AMC23,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16384-rope_theta-1M-long_sft_16k,GPQADiamond,28.79
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16384-rope_theta-1M-long_sft_16k,HumanEval,0.91
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16384-rope_theta-1M-long_sft_16k,IFEval,33.17
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16384-rope_theta-1M-long_sft_16k,JEEBench,5.1
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16384-rope_theta-1M-long_sft_16k,LiveCodeBench,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16384-rope_theta-1M-long_sft_16k,MATH500,2.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16384-rope_theta-1M-long_sft_16k,MBPP,0.8
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-DPO-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-DPO-Tulu3-decontaminated,GPQADiamond,27.44
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-DPO-Tulu3-decontaminated,HumanEval,0.91
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-DPO-Tulu3-decontaminated,IFEval,37.19
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-DPO-Tulu3-decontaminated,JEEBench,2.82
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-DPO-Tulu3-decontaminated,LiveCodeBench,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-DPO-Tulu3-decontaminated,MATH500,1.4
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-DPO-Tulu3-decontaminated,MBPP,0.2
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-SFT-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-SFT-Tulu3-decontaminated,GPQADiamond,25.93
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-SFT-Tulu3-decontaminated,HumanEval,1.52
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-SFT-Tulu3-decontaminated,IFEval,36.54
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-SFT-Tulu3-decontaminated,JEEBench,3.3
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-SFT-Tulu3-decontaminated,LiveCodeBench,0.2
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-SFT-Tulu3-decontaminated,MATH500,1.4
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-16k-SFT-Tulu3-decontaminated,MBPP,0.2
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096,AMC23,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096,GPQADiamond,18.86
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096,HumanEval,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096,IFEval,22.93
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096,JEEBench,0.05
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096,LiveCodeBench,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096,MATH500,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096,MBPP,0.2
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-DPO-Tulu3-decontaminated,AMC23,5.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-DPO-Tulu3-decontaminated,GPQADiamond,22.73
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-DPO-Tulu3-decontaminated,HumanEval,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-DPO-Tulu3-decontaminated,IFEval,34.59
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-DPO-Tulu3-decontaminated,JEEBench,3.4
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-DPO-Tulu3-decontaminated,LiveCodeBench,0.2
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-DPO-Tulu3-decontaminated,MATH500,2.8
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-DPO-Tulu3-decontaminated,MBPP,3.2
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-SFT-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-SFT-Tulu3-decontaminated,GPQADiamond,23.4
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-SFT-Tulu3-decontaminated,HumanEval,1.83
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-SFT-Tulu3-decontaminated,IFEval,34.45
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-SFT-Tulu3-decontaminated,JEEBench,2.33
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-SFT-Tulu3-decontaminated,LiveCodeBench,0.2
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-SFT-Tulu3-decontaminated,MATH500,3.2
ali-elganzory/open-sci-ref-v0.02-1.7b-nemotron-hq-300B-4096-SFT-Tulu3-decontaminated,MBPP,5.8
ontocord/SmolLM2-1.7B-16k,AIME24,0.0
ontocord/SmolLM2-1.7B-16k,AIME25,0.0
ontocord/SmolLM2-1.7B-16k,AMC23,0.0
ontocord/SmolLM2-1.7B-16k,GPQADiamond,24.58
ontocord/SmolLM2-1.7B-16k,HumanEval,13.16
ontocord/SmolLM2-1.7B-16k,IFEval,44.33
ontocord/SmolLM2-1.7B-16k,MATH500,12.2
ontocord/SmolLM2-1.7B-16k,MBPP,36.0
